ensembl_peptide_id	entrezgene_id
ENSP00000257287	9662
ENSP00000248553	3315
ENSP00000232744	80325
ENSP00000258774	3364
ENSP00000257254	187
ENSP00000222247	6142
ENSP00000261015	55759
ENSP00000223136	51024
ENSP00000262210	79848
ENSP00000227618	25906
ENSP00000198767	54700
ENSP00000220809	5327
ENSP00000260810	11073
ENSP00000243108	3223
ENSP00000040584	3224
ENSP00000249284	50833
ENSP00000001008	2288
ENSP00000012443	5536
ENSP00000220003	1445
ENSP00000256897	902
ENSP00000248244	148022
ENSP00000221957	10226
ENSP00000260323	440279
ENSP00000220812	27121
ENSP00000011898	10867
ENSP00000258418	51719
ENSP00000232978	4820
ENSP00000221283	6813
ENSP00000230053	135152
ENSP00000239444	56128
ENSP00000240619	50839
ENSP00000221130	2936
ENSP00000231368	4012
ENSP00000261881	54962
ENSP00000222305	7392
ENSP00000219097	23594
ENSP00000221138	5516
ENSP00000209668	124
ENSP00000222304	57817
ENSP00000245787	51141
ENSP00000221992	1048
ENSP00000199764	4680
ENSP00000251337	2780
ENSP00000007264	113000
ENSP00000262315	63922
ENSP00000248150	51764
ENSP00000221972	973
ENSP00000222219	1777
ENSP00000256190	81846
ENSP00000221996	1406
ENSP00000229135	3458
ENSP00000226355	173
ENSP00000261464	7188
ENSP00000225698	708
ENSP00000225296	56919
ENSP00000158771	51009
ENSP00000260187	9099
ENSP00000161006	64063
ENSP00000227507	595
ENSP00000251241	79665
ENSP00000226004	1845
ENSP00000242872	64105
ENSP00000168712	2249
ENSP00000188790	2191
ENSP00000240093	7976
ENSP00000261308	23398
ENSP00000254193	6627
ENSP00000231524	373
ENSP00000194118	9812
ENSP00000231484	51294
ENSP00000261205	6857
ENSP00000261845	5597
ENSP00000222002	6822
ENSP00000243563	6626
ENSP00000231498	9631
ENSP00000261177	441631
ENSP00000242719	26994
ENSP00000257860	5630
ENSP00000260010	7097
ENSP00000226413	2798
ENSP00000165524	51052
ENSP00000233121	22924
ENSP00000202967	23409
ENSP00000257552	4440
ENSP00000229390	8683
ENSP00000229030	11211
ENSP00000244728	81578
ENSP00000196371	5019
ENSP00000257290	5156
ENSP00000256953	85004
ENSP00000260563	8634
ENSP00000215071	5714
ENSP00000233535	7781
ENSP00000233545	4358
ENSP00000220507	171177
ENSP00000220509	57617
ENSP00000249749	54567
ENSP00000253109	83854
ENSP00000221452	5971
ENSP00000258424	1329
ENSP00000221543	79735
ENSP00000261584	79728
ENSP00000237289	7128
ENSP00000221086	66036
ENSP00000254950	27183
ENSP00000219476	7249
ENSP00000253055	4294
ENSP00000239151	3215
ENSP00000261647	54902
ENSP00000237654	10983
ENSP00000184183	54763
ENSP00000221232	4849
ENSP00000253861	60412
ENSP00000261716	57551
ENSP00000239243	4488
ENSP00000240123	10174
ENSP00000255194	8546
ENSP00000254508	23225
ENSP00000257555	6927
ENSP00000199814	55696
ENSP00000250971	3630
ENSP00000215368	1943
ENSP00000256078	3845
ENSP00000221315	9668
ENSP00000254108	2521
ENSP00000261891	23604
ENSP00000260404	56924
ENSP00000260404	106821730
ENSP00000221132	8797
ENSP00000199280	359
ENSP00000196551	6193
ENSP00000236273	25949
ENSP00000196482	25799
ENSP00000219746	27324
ENSP00000200453	23645
ENSP00000258416	9470
ENSP00000185150	27248
ENSP00000261386	51573
ENSP00000222271	1311
ENSP00000225512	7473
ENSP00000225512	101929777
ENSP00000249647	8773
ENSP00000261733	217
ENSP00000260372	55142
ENSP00000227752	3587
ENSP00000251810	50484
ENSP00000252699	81
ENSP00000243776	79586
ENSP00000008527	1407
ENSP00000070846	5318
ENSP00000228841	4633
ENSP00000245932	7408
ENSP00000234396	525
ENSP00000256079	10526
ENSP00000200135	9183
ENSP00000170564	55094
ENSP00000003302	57646
ENSP00000205948	350
ENSP00000226067	3131
ENSP00000261858	26035
ENSP00000200181	3691
ENSP00000229330	29915
ENSP00000249842	3671
ENSP00000222286	26330
ENSP00000261918	8482
ENSP00000221327	7733
ENSP00000172229	4804
ENSP00000164227	602
ENSP00000007722	3675
ENSP00000075120	6515
ENSP00000233809	3485
ENSP00000184956	63897
ENSP00000233813	3488
ENSP00000221980	7087
ENSP00000243052	5153
ENSP00000053867	2896
ENSP00000257905	5502
ENSP00000259021	11143
ENSP00000037502	4653
ENSP00000229319	3945
ENSP00000256104	2167
ENSP00000254695	23108
ENSP00000258080	27429
ENSP00000233668	1796
ENSP00000228347	55703
ENSP00000249396	22933
ENSP00000220669	79752
ENSP00000251607	51095
ENSP00000259206	3557
ENSP00000261023	3685
ENSP00000230340	705
ENSP00000261313	5037
ENSP00000221419	3191
ENSP00000261712	5717
ENSP00000230354	6908
ENSP00000007414	114881
ENSP00000183605	51208
ENSP00000256996	1643
ENSP00000244565	222643
ENSP00000005386	79657
ENSP00000234160	26003
ENSP00000157600	29995
ENSP00000220592	27161
ENSP00000156471	9716
ENSP00000180166	26281
ENSP00000261900	904
ENSP00000260356	7057
ENSP00000260950	2660
ENSP00000229794	1432
ENSP00000240618	22914
ENSP00000240618	100528032
ENSP00000053468	55173
ENSP00000257570	8638
ENSP00000228606	1594
ENSP00000243253	29927
ENSP00000251849	5894
ENSP00000075503	55359
ENSP00000228251	8531
ENSP00000225728	51003
ENSP00000228463	6404
ENSP00000262105	4173
ENSP00000251303	548593
ENSP00000251303	130134321
ENSP00000188312	64431
ENSP00000220751	8767
ENSP00000219919	366
ENSP00000204604	8646
ENSP00000220764	1666
ENSP00000252602	64981
ENSP00000256652	9398
ENSP00000257829	55226
ENSP00000252595	376497
ENSP00000258390	55619
ENSP00000245919	2354
ENSP00000013807	2067
ENSP00000258301	10228
ENSP00000244230	10199
ENSP00000225983	10014
ENSP00000253686	64432
ENSP00000261721	53339
ENSP00000233025	28972
ENSP00000256398	55140
ENSP00000233468	51639
ENSP00000238721	9540
ENSP00000175238	8756
ENSP00000237455	7844
ENSP00000262291	81671
ENSP00000240328	6909
ENSP00000238112	51692
ENSP00000240335	9496
ENSP00000238081	10971
ENSP00000236192	8674
ENSP00000262138	27092
ENSP00000226021	786
ENSP00000234816	9068
ENSP00000233055	57590
ENSP00000258383	65080
ENSP00000222214	2639
ENSP00000234111	4953
ENSP00000078527	55650
ENSP00000252674	4298
ENSP00000248071	10365
ENSP00000248070	58513
ENSP00000254227	8431
ENSP00000254231	79727
ENSP00000260926	23314
ENSP00000245934	8189
ENSP00000225603	10951
ENSP00000254079	84152
ENSP00000222329	2077
ENSP00000256194	9645
ENSP00000262265	55011
ENSP00000245816	8192
ENSP00000225474	1440
ENSP00000261819	51433
ENSP00000240587	57616
ENSP00000246549	2867
ENSP00000256646	4853
ENSP00000242776	10212
ENSP00000254322	3337
ENSP00000171887	7145
ENSP00000259119	6498
ENSP00000180173	9108
ENSP00000064724	5010
ENSP00000215057	7593
ENSP00000251630	5157
ENSP00000244289	3991
ENSP00000234961	4985
ENSP00000257789	23595
ENSP00000241502	84248
ENSP00000229812	11329
ENSP00000215631	4616
ENSP00000244741	1026
ENSP00000254436	6737
ENSP00000240100	1846
ENSP00000227758	329
ENSP00000260227	4316
ENSP00000260228	9313
ENSP00000221700	8529
ENSP00000159111	23030
ENSP00000233948	7475
ENSP00000227163	6688
ENSP00000155840	3784
ENSP00000225577	6198
ENSP00000254657	8864
ENSP00000260129	96764
ENSP00000259089	640
ENSP00000254521	51478
ENSP00000260197	6653
ENSP00000184266	4710
ENSP00000246672	9572
ENSP00000232014	604
ENSP00000209728	990
ENSP00000254066	5914
ENSP00000254051	84951
ENSP00000246657	1236
ENSP00000260653	6496
ENSP00000234040	23178
ENSP00000234038	5510
ENSP00000220659	55290
ENSP00000253925	8500
ENSP00000227378	3312
ENSP00000158166	84254
ENSP00000231790	4292
ENSP00000225538	5023
ENSP00000227524	27339
ENSP00000234420	2956
ENSP00000246841	23769
ENSP00000260102	29088
ENSP00000241651	4656
ENSP00000255409	1116
ENSP00000222254	5296
ENSP00000203407	7384
ENSP00000002829	6405
ENSP00000250863	1618
ENSP00000249923	1315
ENSP00000258091	10574
ENSP00000235372	7799
ENSP00000227155	3732
ENSP00000233146	4436
ENSP00000220584	2222
ENSP00000233202	6556
ENSP00000232501	10641
ENSP00000023064	11136
ENSP00000235090	79084
ENSP00000234198	1746
ENSP00000239940	5217
ENSP00000239944	27230
ENSP00000258302	85397
ENSP00000232424	3280
ENSP00000256637	6272
ENSP00000256474	7428
ENSP00000254101	5565
ENSP00000259050	64844
ENSP00000258456	11250
ENSP00000262345	3595
ENSP00000251547	93611
ENSP00000235382	5997
ENSP00000235933	11126
ENSP00000054666	9341
ENSP00000258281	27097
ENSP00000261037	1295
ENSP00000258484	26122
ENSP00000240185	23435
ENSP00000256594	2947
ENSP00000168148	6694
ENSP00000239462	63923
ENSP00000243440	55509
ENSP00000253063	83667
ENSP00000194214	51668
ENSP00000256658	10717
ENSP00000235310	10459
ENSP00000209884	27252
ENSP00000261448	845
